company_name,display_name,year,round,google_drive_link
LendSquare,LendSquare - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1mO56cCNwTJ5fDeEQh6TNi4pdVR-EjVxE/view
Level Therapy,Level Therapy - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/1NavXhCAnON7fEs1YtxuiRw6a12hyz7bW/view
Lexop,Lexop - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1hC3BXSVrluGPIosRZRWgvAhutGw7f0hz/view
Lexyom,Lexyom - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1O3GKe0p3vxvc7XbzmUmdU6IESesdc-tr/view
Lighthouse,Lighthouse - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1IRexCtpIuSWrsZ2UPlK8EUirhPe942Yd/view
Linguatrip,Linguatrip - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1gD0HovqX35s3wlLASRuCGUf-MGD23Dht/view
LinkedIn,LinkedIn - 2004 - Series B,2004,Series B,https://drive.google.com/file/d/1uMAU3EBsitTbiZI5KyfvPnOsMETGkIca/view
Linte,Linte - 2015,2015,,https://drive.google.com/file/d/1Wt7u7i7BnmB_Pwue7ESjeXuzP9SpkPVG/view
Lish,Lish - 2015,2015,,https://drive.google.com/file/d/1FpvaNSzw4HzbpWbrwrNZot2RG0hLyykB/view
Littlefund,Littlefund - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/13cfQv8teuGcqHkaCz2nyVfFgwlcXEwNi/view
Locus.sh,Locus.sh - Seed,,Seed,https://drive.google.com/file/d/1t64ijYCHi-zDA93gNBmrPNY3CvUzKsRG/view
Lola,Lola - 2019 - Series C,2019,Series C,https://drive.google.com/file/d/18KuTQo2jdkfTlMyRXN-G9jqrWWNeOo93/view
Long Journey Ventures Fund I,Long Journey Ventures Fund I - 2019,2019,,https://drive.google.com/file/d/1-xcnCPgDLD7einubz68QMShdzujZXJHj/view
Loom,Loom - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1RfxADuXuEXdNTJoBJXCk0b9TEi-lkP88/view
Love with Food,Love with Food - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1IgmFZaQE8fi7-XQaAWG7d4mwMy-o31-R/view
LucidAct Health,LucidAct Health - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/14W8NBEqUUzKnM1nbk8AmUMBv8Nfb57OR/view
Lumific,Lumific - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1jfymSs5Ey1KepNY-lJWjbWSXof670gKY/view
Lumotune,Lumotune - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1bNSDup_HZPEQtpQmMKBLdUrSLwcbKTyV/view
Lunch Club,Lunch Club - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1uW1h_uzs61O0cnqdeQZFCOemr2Xau-eg/view
Magic Leap,Magic Leap - 2014 - Series A,2014,Series A,https://drive.google.com/file/d/1Wxg3Rs1xt_VW9WLGCzUyxeqUeZ7t8a1V/view
Mahmee,Mahmee - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1aYINns-K4aUPN4YO5J3PPNQtR2otJ6st/view
MailHeaven,MailHeaven - 2016,2016,,https://drive.google.com/file/d/17OvLUliiBudiAH7_Kc-BmrDk1USXP5fW/view
Mambu,Mambu - 2021 - Series E,2021,Series E,https://drive.google.com/file/d/10z-2NF6dJoOH8ugos8TJYV6aZf45-m7C/view
Mandae,Mandae - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/12SFa3Di9gOZU6j_f_QYiADgywIwRY4_S/view
Manpacks,Manpacks - 2011,2011,,https://drive.google.com/file/d/1w9Wz5En7uoSbwU3HYw2KSjYWu_yvlV0I/view
ManyChat,ManyChat - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1sNq7ZvnNCRE8D6hfZOzpMAloeOZpAK-R/view
MapJam,MapJam - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1ENjcSJivi55QHm2pDWzBygn1axdH-Hpb/view
MapMe,MapMe - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1ID4bJEWzvDcaa5_dw_J8z7zc7Wwa3tM_/view
Mars Reel,Mars Reel - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1s7wtkDKRMFhqAqmzE7B-GVH0aFuwAfoE/view
Mashvisor,Mashvisor - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1eKIqis-wT9wy48QQAtzf74KQ9l7-UVrW/view
Mathison,Mathison - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1vCAT-kOHs367z8g5ClnzvU8mz248nI6C/view
Mattermark,Mattermark - 2014 - Series A,2014,Series A,https://drive.google.com/file/d/1jKvqUVkMfZB-mGbPAPVYgUol33uJGynV/view
Mayvenn,Mayvenn - 2015 - Series A,2015,Series A,https://drive.google.com/file/d/1nlk24XF04-BTDnqmUNyisL5SVrERsIj9/view
MedStack,MedStack - 2017,2017,,https://drive.google.com/file/d/1dhf8HEbG7ERpjBm3vt-gy9GGlSnI87OP/view
Melodics,Melodics - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1nNdVMPWxaM1pDxlcuJ3sZ4o-N8J5xBjo/view
Mentimeter,Mentimeter - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1vVVt55A6OQMS6-43cmpSlDXkyQZU0YE_/view
MentorCloud,MentorCloud - 2013 - Pre-Seed,2013,Pre-Seed,https://drive.google.com/file/d/1862PzXawn8YAgbkIZLwMUS4ITqxJslmV/view
Mero Technologies,Mero Technologies - 2020 - Pre-Seed,2020,Pre-Seed,https://drive.google.com/file/d/1YAvLYjOi83ntEl54d68JHwop54GuJcT5/view
Metacert,Metacert - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1L6Ssq651i2OSIBQm329jmt6ISHlXGZoG/view
Metadata,Metadata - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1llfCAw6ARcQroBQ0y-3OO5qs3uXqgCwW/view
Metamixis,Metamixis - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/13geegOxr-fByTufw9icALeLxUTzva3PK/view
Meya,Meya - 2016,2016,,https://drive.google.com/file/d/1SO0zoOln9vwWDVP2ih1sofJwqIYw91n9/view
Mi Terro,Mi Terro - 2022 - Seed,2022,Seed,https://drive.google.com/file/d/1XfIy1-aRVjTvlLYGAGWqqu93bIupeaIx/view
Mint,Mint - 2007 - Series A,2007,Series A,https://drive.google.com/file/d/1tXGtGJ9Nwm78jYbdAsDHu7ELAXkJXchQ/view
Minut,Minut - 2022 - Series B,2022,Series B,https://drive.google.com/file/d/18BhCdDxbiN8D2Zswl55z5KQ6jEzc_3-j/view
MoBagel,MoBagel - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1KxlmQSvojgR1iCmk_JuJ1Qa81O9gLTDb/view
Modern Picnic,Modern Picnic - 2022 - Pre-Seed,2022,Pre-Seed,https://drive.google.com/file/d/1Nh0W3nSSHpMGgojGAV7vQO2lc63KSkQM/view
Modulr,Modulr - 2022 - Series C,2022,Series C,https://drive.google.com/file/d/1ULeIUXmE-v_UxtIeWPrN03IVqHpH3LlH/view
Mojilala,Mojilala - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1pKUfo1FeXBv2ERKVQ1Hzl6hv8cbegBSA/view
Mollie,Mollie - 2020 - Series B,2020,Series B,https://drive.google.com/file/d/1o1UbMFSJthf9F2mlcE6_jn0VLj5nF5o_/view
Monetsu,Monetsu - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1ArKmtQIc5tcq1DtCtvMg6JoAIj5N9sCo/view
MonkeyLearn,MonkeyLearn - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/15WuBfroEJFOZIPNgZBWrW6nLDm1Gr8hj/view
Monzo,Monzo - 2017,2017,,https://drive.google.com/file/d/1xgBo4nyKQqGXKiMJMm-RJLAmAlgs0ect/view
Moz,Moz - 2012 - Series B,2012,Series B,https://drive.google.com/file/d/1WIuhT7HUO2SMBU_uGJYIt3CiVcbZFw5K/view
Muck Rack,Muck Rack - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1purkekA1_AoPIm6qvBrpotEH3lcEBejg/view
MURAL,MURAL - 2020 - Series A,2020,Series A,https://drive.google.com/file/d/1xG7jqOLLLl5ZGQb9XWFuK5TB9PqrrE86/view
Mycroft,Mycroft - 2016,2016,,https://drive.google.com/file/d/13fTnIcwenmh8YMZTsxiJkOOwAtIZKqKP/view
MyFavorito,MyFavorito - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/1yu7PYdLgtjLRJEk6wuHuMG0mmi08eUhK/view
Mynurse.ai (formerly Salusive Health),Mynurse.ai (formerly Salusive Health) - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1ocx8aq943ohnPCr8SRgVRXBQwIaP0Bi9/view
MySQL,MySQL - 2003 - Series B,2003,Series B,https://drive.google.com/file/d/1CqEpqb-M-kOF3xADZ3U_mIBhD-kPsTLy/view
MyTips,MyTips - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1LvS3t2FOKdMWLsatz8nylVyrAtze-hDn/view
N26,N26 - 2016 - Series A,2016,Series A,https://drive.google.com/file/d/1X71tLzKULoXElqNxnQaCV3WTenfpoGSv/view
Nancy,Nancy,,,https://drive.google.com/file/d/1YECp4rrxJ18k9znQE06i4fDf2X_UYxob/view
Nanno,Nanno - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1w8UBpQQ6c0M5yotKXpew9EtjbDh1hPtz/view
Nanogrid,Nanogrid - 2019 - Pre-Seed,2019,Pre-Seed,https://drive.google.com/file/d/1JVs4eDwnf151qtpJjxHNwr27h0VhYS08/view
Nanonets,Nanonets - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1szYcM9IgnhgWR3QzRrAMF-3Y67f7AWYc/view
NativeAD,NativeAD - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1j4PeNjp4MOh-u24Nl4JX941NkZ2lwcNP/view
Nazar,Nazar - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1vD07a3hUThE15WDUHCLekH3RVS-Xr8ba/view
Neighborly,Neighborly - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1XbZcDNzGf54G2jNkke4Fj6pLz8JTMibC/view
Next Play,Next Play - 2018,2018,,https://drive.google.com/file/d/10vGKwev2Zt1A4WAFbCVumcmvkJRfVKlh/view
Ngrok,Ngrok - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1jTAKKGlfZkVr9m6lKVhfYwyd5E-MxK8P/view
Nobal Technologies,Nobal Technologies - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1SpMEqGz4GaGPCs_WuQmiPttx7qegOdSJ/view
NOBORDER,NOBORDER - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1zNKXE2Cbd0pF5fMNUvYeyNLa4aNnrn-f/view
Nodal Security,Nodal Security,,,https://drive.google.com/file/d/1f_XWHcZvBOiH93OcckQLZOgbMrEmV-Fg/view
Nonnatech,Nonnatech - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1YN0zwfvhNKYxXX8d0A5KSfG1AG7QdXhn/view
Nord Security,Nord Security - 2022 - Series A,2022,Series A,https://drive.google.com/file/d/1UfypVmGmJeBhDt1pYKkJ79BC4xO8vKhS/view
Not Boring Capital Fund I,Not Boring Capital Fund I - 2021,2021,,https://drive.google.com/file/d/1v6hVliTETMrErGGHbwts4bsxXu26T_L-/view
Not Boring Capital Fund II,Not Boring Capital Fund II - 2022,2022,,https://drive.google.com/file/d/13QbME1-MeSC1BFsiNvfvH2ErADZo4Ywg/view
Now,Now - 2021 - Series A,2021,Series A,https://drive.google.com/file/d/1ht2ZDyePSRW1Tt7GOJmkUrbebvnu_X4M/view
Ntensify,Ntensify,,,https://drive.google.com/file/d/1e0w6Vu39kyODYDWtjeqoanIn_XJCHxTV/view
Nubity,Nubity - 2013 - Pre-Seed,2013,Pre-Seed,https://drive.google.com/file/d/10QPBd-nxxSwBeRkeof5q2Oc1AJpw5v_M/view
Numina,Numina - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1unX1sG-iYtMBjKGQjUKFUi0z2SAjwPow/view
Nurse Versity,Nurse Versity - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1krikYTz8Covzu4Qq89LXe5wnlXN8qcdr/view
Nvidia × Arm Acquisition,Nvidia × Arm Acquisition - 2020,2020,,https://drive.google.com/file/d/1puiem1PX3M4IRJ9EwBdGYPIcGcXzAlT_/view
Obie.ai,Obie.ai - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1TwjN2cSuNZP0DEEsb6DD3GIiRWrvUKHb/view
Odeko (Cloosiv),Odeko (Cloosiv) - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1_VAfuA_PqBOueHRBIXxA6vGFiu9Exwhp/view
Ohalo,Ohalo - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/19sYFiLVD4bAL0oU03fhY1ZSL6th3J1sg/view
Ohmconnect,Ohmconnect - 2018 - Series B,2018,Series B,https://drive.google.com/file/d/1sPBvtbQhS75oHRTyriWT5DOxpYseHbIV/view
Olist,Olist - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/18iIb8caGx5NnKZ1qBSUGdNXBpqvoFJLV/view
Omate,Omate - 2013,2013,,https://drive.google.com/file/d/1WXPw997DisPnYWUCh4phSVq4AaEYuqvH/view
Omnitron Sensors,Omnitron Sensors - 2020 - Seed,2020,Seed,https://drive.google.com/file/d/1fsW7Lg_8TUBGGolqV8Ax3xJ-qABuwzkd/view
One Kloud,One Kloud - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/1DTgUbXumNIE2q1X81-190LBpvv4B6-BS/view
One Lonely Outpost,One Lonely Outpost - 2022,2022,,https://drive.google.com/file/d/15bu9570TQ_ocAZPQ7TYTtobQlOSlDQPv/view
Onfarm,Onfarm - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1dr8OEz_fDVANm4HijLRiHRnuEDFQEku4/view
Oomf (now Crew),Oomf (now Crew) - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1MHYDGVxV3bYCQppLLRjAS4EoO1DOygf0/view
Open Sponsorship,Open Sponsorship - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/19rCZwMEnz8DWq3h9JopUCzZrzoTeAri4/view
OpenDoor,OpenDoor - 2014 - Series A,2014,Series A,https://drive.google.com/file/d/1KFsmyQzzHUSEElHh7Ob7_d6KWiWWwiuG/view
Openfin,Openfin - 2019 - Series C,2019,Series C,https://drive.google.com/file/d/172oRsZ0bnd6NKuwtVE9P_ex6hzgtSLim/view
OpenTest (Loom),OpenTest (Loom) - 2016 - Pre-Seed,2016,Pre-Seed,https://drive.google.com/file/d/19EGHrUdnv79RB5BixA4mftUdO3Z5GE0W/view
Optimity,Optimity - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/13sDnhDxF46k1PZChjyxCe10FbG04VsBy/view
Option Alpha,Option Alpha - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/149fiOPk8HpUye2dDzzJzwDSTKoLSyvs9/view
Orchard,Orchard - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1ngsEuHWFdqIQiJtEtBqCny-zrYV5njGX/view
OrderCircle,OrderCircle - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1p9Dj0b738rt1R9RWutK8hhvo0FKX9rRU/view
Orderly Health,Orderly Health - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/147iqyMKsBG_eAo_DBig1Ob7aDCKyDoYi/view
Oscar Health,Oscar Health - 2014 - Series A,2014,Series A,https://drive.google.com/file/d/1sSkYACDhD_qUqQwkMd7GDjOTg59oR8tw/view
Osso VR,Osso VR - 2022 - Series C,2022,Series C,https://drive.google.com/file/d/160kE5YpLEPZInZFh9K1tYDnnFCE4hXey/view
Our Future,Our Future - 2023,2023,,https://drive.google.com/file/d/1tfmF4Y-FgLoSiTqKRgHnoMfBUPv1iZhO/view
OurHealthMate,OurHealthMate - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1CWP9W3Eg1_ycIdGKpzyRjbfH5FOMx9W4/view
OurSong,OurSong - 2022 - Seed,2022,Seed,https://drive.google.com/file/d/1ubf1qzdrb4FZjhlZXdr-J3u9QzB_fyAL/view
Ovation,Ovation - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1AxVn2BzBF8awJDEJM5G5bYgRWUrF_l4i/view
Owlr Technologies,Owlr Technologies - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1JLG25UshwqoUVuuiNSAJIy2Ro1aSjoQV/view
OwnLocal,OwnLocal - 2010 - Seed,2010,Seed,https://drive.google.com/file/d/1wcbD_5p_zTgrl6nk2q1rVdT2Wuicrk88/view
Pacifica Labs,Pacifica Labs - 2015,2015,,https://drive.google.com/file/d/1QVkY_8FBDoEN9iJUVlnkfhD6oUQwv9uw/view
Paddle Pitch Deck (Series D),Paddle Pitch Deck (Series D) - 2022 - Series D,2022,Series D,https://drive.google.com/file/d/1djSf8RHasyOj0rAf3ed7Et9ndrS1f9uo/view
Paddle Series C,Paddle Series C - 2021 - Series C,2021,Series C,https://drive.google.com/file/d/1paN97QzRM82CCUOB64-T6DLo8exa1xsS/view
Pair,Pair - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/18xfbwGc8doGU-WT14H3XUDCdGfEGOTAV/view
Paranoid Fan,Paranoid Fan - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1L6KplnQignU0aohm_NqdexwyVAmaWO5F/view
Parkbench,Parkbench - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/187I448o64Y0ryEm8sykkxe78SO1X0fJF/view
Paubox,Paubox - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1tzCScM2CWZBNv4FbMZeGeye2bSgq0CNa/view
Pawprint,Pawprint - 2020,2020,,https://drive.google.com/file/d/1hplaTwu8S2vWkwPuk0yU2c2EXvzfqBwg/view
Paykind,Paykind - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1AegiOi9AoaRZmOBwD2I5CMu3Lp5jDFKV/view
Pearpop,Pearpop - 2022 - 2022 � Series A,2022,2022 � Series A,https://drive.google.com/file/d/1b0ir1TThT-7BVJ597rFBskFofJCKGUw-/view
Peloton,Peloton - 2012 - Seed,2012,Seed,https://drive.google.com/file/d/1mrI-4lK-Ug-PzfACXv0Y1syN-4QVJOsC/view
Pendo,Pendo - 2016 - Series B,2016,Series B,https://drive.google.com/file/d/1A2_ys9MzYKYVN5so_w0rfoB2yHbPvcA0/view
Perplexity AI,Perplexity AI - 2024 - Series B,2024,Series B,https://drive.google.com/file/d/1LkZGxOe8e7FxEhM-epBTHOcxtJSsvtzt/view
Perplexity AI,Perplexity AI - 2024 - Series B,2024,Series B,https://drive.google.com/file/d/1LkZGxOe8e7FxEhM-epBTHOcxtJSsvtzt/view
Persefoni,Persefoni - 2021 - Series B,2021,Series B,https://drive.google.com/file/d/1uYZWYRoVgzhrOrTFZcYZ4rDIycu6Of16/view
Phenom,Phenom - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1aRHITddpxisQyDMdHCYh_VoxinLiDMpN/view
Pijon,Pijon - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/12c8pl0FkSyyfqmDlHwO-XVpwq3WKLSUb/view
Pillar (Pillar Life),Pillar (Pillar Life) - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1n8YqHQlhRNHZfk0WmHPAZJ4tRgcx5PNv/view
Pilleve,Pilleve - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1kIRfWR_Z31aIow7o5IEMflS-bH2aObQk/view
Pilota,Pilota - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1dQz7j1HLBORiDl4R2JJP1VXDZR-leO8-/view
PinMyPet,PinMyPet - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/19lnMtkxjiSjayvMjhKkexCzuBjWAqRBt/view
Pinshape,Pinshape - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1NLux5VxDMnLiwg5Y64xQyuU6y9ciYtrc/view
Pipefy,Pipefy - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1TcZFHfQI5x7elCLBnj--_jHPe7BEvN8Q/view
Piper,Piper - 2013,2013,,https://drive.google.com/file/d/1OR3h4uJhokK4m40y8JDIEspozPnvJxKL/view
Pixc,Pixc - 2014,2014,,https://drive.google.com/file/d/1fA2KjR4Zqj2X4nZ3RNsxA0E8SFjcDObQ/view
Pixeom,Pixeom - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1bfwBysl_8ComkzpvhEWtWfUhsUJA4eV0/view
Plant an App,Plant an App,,,https://drive.google.com/file/d/13gRBWckGD0ZyQM7XIC9PWFyM12oXZfvU/view
PLAYSTUDIOS,PLAYSTUDIOS - 2021,2021,,https://drive.google.com/file/d/1qwCu_TlG_Uf6l8Tn7RBLXl-GdJAHaAj1/view
Plot (Park Evergreen),Plot (Park Evergreen) - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1I3cx5yNgStWt6jOz9fzs__TDjun0-T5I/view
Plugger,Plugger,,,https://drive.google.com/file/d/1tOEMwgeZaRROwf4F6vZI9l5_Gb5TxN8K/view
Plum Fintech,Plum Fintech - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/13G9sAZOyKniEqvlJWuXtToqb4ydydz67/view
Pluto,Pluto - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/17XgnkaGYNAasjhi_2y-7M0w_4UUS7GP1/view
Podozi,Podozi - 2015,2015,,https://drive.google.com/file/d/1UaeY12w8lq4j8vY574UpHPRXDEht9c8k/view
POPAPP,POPAPP - 2014,2014,,https://drive.google.com/file/d/1MCmfwj18H2xgww4ycRxfRfLNXRwOp3Ao/view
Popup Archive,Popup Archive - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/17qkK2BsMch-rUFJDGh6rHFv82JcFfcAt/view
Postmates,Postmates - 2011 - Seed,2011,Seed,https://drive.google.com/file/d/1ZMRCFLM3Wdvq8ytFPwKcJ1CCIcLXyhNJ/view
Prealize Health,Prealize Health - Series B,,Series B,https://drive.google.com/file/d/1P_8lbyp845gw3t3alqyxp7kmEcVievAi/view
Precursor Fund III,Precursor Fund III - 2020,2020,,https://drive.google.com/file/d/1WFRQzvDDyMBA4pAt6Xrqn23Hl3vTXdma/view
Predictive Index,Predictive Index - 2019 - Series A,2019,Series A,https://drive.google.com/file/d/1CEVG8oo9V7BlibOavUaSLjyimjYrQXUW/view
PredictoinIO,PredictoinIO - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1UAbn8MXGX1zW6tF0bpD-ul0yOLtTLTuo/view
Predina Tech,Predina Tech - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/194hb_qeguV-i0BSCG3Aac0Ch8yIbtowI/view
Preteckt,Preteckt - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1ILz2C6X7sXnyYQQkGFU5v_pMepcfSfym/view
PriceBaba,PriceBaba - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/14ekquW00538MuU4wnas2ZZF9KfAqP_C8/view
Printivo,Printivo - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1znl6nivmpFTC1vliaMSMC5JdkVoGhw1Y/view
Privy,Privy - 2011 - Seed,2011,Seed,https://drive.google.com/file/d/18qcxAJn-tOxO-bTlywtZk4NzXKmuWDCB/view
ProcureNow (formerly Govlist),ProcureNow (formerly Govlist) - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1jUWH00N-1I7SrtFkWV3HhbQYR-E5DTg2/view
Productsup,Productsup - 2022 - Series B,2022,Series B,https://drive.google.com/file/d/1pN-KeQ8ro37CJ61nVnQ-tHT47hEhqTZB/view
Prolaera,Prolaera - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1-3J7LkNatd0PtoL_tGdGJ8it_8VRjZ7u/view
Promolta,Promolta - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1nrmS4ADYwXQOcdHah5pjmKrulPm-dbIC/view
Properati,Properati - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1cGSm-sMPvcLzlAgzwUqzEXits0Ng5EGc/view
ProSky,ProSky - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1DZneQvb8oGpyIJc9tw3U_K6yAI2C1dlZ/view
Prynt,Prynt - 2014 - Pre-Seed,2014,Pre-Seed,https://drive.google.com/file/d/1prrTSBLjxCoL4zkhGtKaf28Sna_ldhGB/view
Public Goods,Public Goods - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/1BNydhxYphNGptNxKTQXnLU63_S0X2YRW/view
PupBox,PupBox - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/13Q8K_jn1QP36bWWDdf0uPbGslPAJkZc4/view
PurpleGo,PurpleGo - 2018 - Seed,2018,Seed,https://drive.google.com/file/d/19_8oNyr99TobPD1VuxYr1S7KhRPAH8ZS/view
Puzzlium,Puzzlium - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1iRK8KF7mcL4VRVEr522Zwf-ftzTnjbEC/view
Qualio,Qualio - 2015 - Seed,2015,Seed,https://drive.google.com/file/d/1JxbCJSQZnbqr63aJ9XVGv06423x_o46b/view
QualSights (formerly Georama),QualSights (formerly Georama) - 2011 - Pre-Seed,2011,Pre-Seed,https://drive.google.com/file/d/1qATULIKqHvYdDTwEDWqWNfjPaRSgvQG9/view
Rain,Rain - 2014 - Seed,2014,Seed,https://drive.google.com/file/d/1qIwDAjDLRo0wLjasAH_kqEqQ_IETd-Qs/view
Rakam,Rakam - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1N2WtxgwoDr2Mql7YBeG2qX9Jn8EnAojV/view
Rapa,Rapa,,,https://drive.google.com/file/d/1jQJm6M9Hj4YbjGatLzB5PbqCb27girAo/view
Rapchat,Rapchat - 2015 - Pre-Seed,2015,Pre-Seed,https://drive.google.com/file/d/1aSnaeRu7nEpu_vRTOehajwiXImIv8gJ8/view
Rapid API,Rapid API - 2016 - Seed,2016,Seed,https://drive.google.com/file/d/1JIN5g1hvYL2uv39Kh6eHb5Pm9KwANbfd/view
Raur,Raur - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1Nw0LZ0ZkakQt1N52dc46jqEPjANU0oUW/view
Raxar,Raxar,,,https://drive.google.com/file/d/1G7tBIRS2RhKaur5tMJ1yUCS5wAo45nol/view
RealAtom,RealAtom - 2017 - Pre-Seed,2017,Pre-Seed,https://drive.google.com/file/d/1RoocNGyjmFEqANBJe-xnEo2dZZrRAsjD/view
RealtyShares,RealtyShares - 2014,2014,,https://drive.google.com/file/d/11-fDzSNHB6wkN1aH5KdmGRZMbkuXVjrg/view
Rebel Girls,Rebel Girls - 2023 - Series A,2023,Series A,https://drive.google.com/file/d/1fGTXr4yn90MB1FPzlSO5SxBZFvXy8JPe/view
reDock,reDock - 2019 - Seed,2019,Seed,https://drive.google.com/file/d/1tvqQPvCXvaLnCB5lB8HHYfI187CI2OBc/view
Reesio,Reesio - 2013 - Seed,2013,Seed,https://drive.google.com/file/d/1KVG9Gn8DHES-RWhZbmwoOpZOIC-0vhM8/view
Reflect,Reflect - 2018 - Pre-Seed,2018,Pre-Seed,https://drive.google.com/file/d/1bY3nmElv_yF9sQfIroR0gHzoJ47xAqwt/view
Regard,Regard - 2017 - Seed,2017,Seed,https://drive.google.com/file/d/1MKii_i7ScKqa2SAvpjeLCboe6wgG1U10/view
